id,Gender,Age,purpose_of_travel,Type of Travel,Type Of Booking,Hotel wifi service,Departure/Arrival  convenience,Ease of Online booking,Hotel location,Food and drink,Stay comfort,Common Room entertainment,Checkin/Checkout service,Other service,Cleanliness,satisfaction
28135,Male,45,academic,Group Travel,Individual/Couple,4,2,4,4,4,4,4,5,5,4,satisfied
55871,Female,22,business,Group Travel,Group bookings,2,2,2,2,5,5,5,5,4,5,satisfied
8818,Female,53,business,Personal Travel,Individual/Couple,4,4,4,1,4,4,5,4,5,5,neutral or dissatisfied
86148,Female,33,personal,Group Travel,Group bookings,3,3,3,4,4,4,4,5,5,4,neutral or dissatisfied
120162,Female,46,academic,Personal Travel,Group bookings,4,0,4,1,5,4,4,3,4,3,neutral or dissatisfied
117547,Male,54,tourism,Group Travel,Group bookings,2,2,2,2,5,5,5,4,5,4,satisfied
112385,Female,40,business,Group Travel,Individual/Couple,4,2,3,3,4,4,4,1,3,4,neutral or dissatisfied
19908,Female,37,academic,Group Travel,Group bookings,2,4,3,3,4,3,2,1,2,4,neutral or dissatisfied
45098,Female,35,tourism,Group Travel,Group bookings,2,2,5,2,1,1,5,3,5,3,satisfied
43810,Female,26,business,Group Travel,Group bookings,4,0,5,3,4,4,4,4,4,4,satisfied
22981,Female,62,aviation,Group Travel,Individual/Couple,4,3,3,3,2,1,5,3,5,1,satisfied
68134,Male,58,academic,Group Travel,Group bookings,1,1,1,1,5,5,3,5,3,3,satisfied
23518,Female,55,business,Personal Travel,Individual/Couple,2,3,2,3,2,5,2,5,2,3,neutral or dissatisfied
109188,Female,60,aviation,Group Travel,Group bookings,3,1,1,1,2,2,3,2,3,2,neutral or dissatisfied
1150,Female,15,tourism,Personal Travel,Individual/Couple,3,5,3,4,5,1,5,3,5,5,neutral or dissatisfied
44586,Male,67,personal,Personal Travel,Individual/Couple,4,1,4,3,5,5,5,4,3,5,neutral or dissatisfied
84299,Male,43,business,Group Travel,Group bookings,0,1,1,2,5,4,3,5,3,5,satisfied
103793,Male,30,aviation,Group Travel,Group bookings,1,1,1,1,5,5,5,5,5,5,satisfied
35032,Female,42,business,Group Travel,Individual/Couple,5,1,4,1,3,3,5,3,5,1,satisfied
103291,Male,40,business,Group Travel,Group bookings,3,3,3,3,4,4,4,4,5,4,satisfied
93909,Male,47,academic,Group Travel,Group bookings,2,2,2,2,2,5,5,4,5,4,satisfied
127925,Male,38,business,Group Travel,Group bookings,4,2,2,2,4,3,4,3,4,2,neutral or dissatisfied
128097,Female,25,academic,Personal Travel,Individual/Couple,3,0,3,5,3,3,1,3,3,3,neutral or dissatisfied
26149,Male,26,tourism,Group Travel,Individual/Couple,3,5,3,4,3,3,5,3,4,3,neutral or dissatisfied
95886,Male,66,academic,Personal Travel,Individual/Couple,2,4,2,3,4,4,4,3,4,4,neutral or dissatisfied
125425,Female,69,tourism,Group Travel,Individual/Couple,1,4,4,4,3,4,1,4,1,2,neutral or dissatisfied
120078,Female,22,tourism,Group Travel,Group bookings,2,5,5,5,2,2,2,3,3,2,neutral or dissatisfied
60625,Male,8,business,Personal Travel,Not defined,2,5,2,3,3,3,3,5,5,3,neutral or dissatisfied
115031,Female,37,personal,Group Travel,Group bookings,5,5,5,4,4,4,4,3,4,4,satisfied
37077,Female,69,tourism,Personal Travel,Individual/Couple,1,5,1,5,4,4,1,4,1,4,neutral or dissatisfied
69252,Male,28,tourism,Group Travel,Individual/Couple,4,2,2,2,4,4,4,3,4,4,neutral or dissatisfied
12194,Male,51,business,Group Travel,Not defined,2,4,1,4,2,2,2,4,3,2,neutral or dissatisfied
80188,Female,46,personal,Personal Travel,Individual/Couple,3,1,3,3,3,4,2,4,1,4,neutral or dissatisfied
10430,Male,39,business,Group Travel,Group bookings,4,4,4,3,4,2,4,4,4,4,satisfied
21262,Female,21,academic,Group Travel,Not defined,4,3,4,4,1,1,1,1,4,1,neutral or dissatisfied
55236,Male,46,business,Group Travel,Group bookings,4,4,4,4,2,4,4,5,4,5,satisfied
126917,Female,36,tourism,Group Travel,Group bookings,2,2,2,2,5,5,5,5,5,3,satisfied
112190,Male,60,tourism,Group Travel,Group bookings,3,3,3,3,3,4,4,3,4,3,satisfied
16342,Male,23,academic,Group Travel,Not defined,2,5,5,5,2,1,2,4,4,2,neutral or dissatisfied
2201,Male,52,personal,Personal Travel,Individual/Couple,4,4,4,5,4,4,4,5,4,4,satisfied
53687,Male,36,business,Group Travel,Individual/Couple,4,5,5,5,4,4,4,2,3,4,satisfied
47168,Male,41,aviation,Group Travel,Group bookings,3,3,2,3,4,3,4,3,4,5,satisfied
8782,Male,45,tourism,Group Travel,Group bookings,2,2,2,2,3,5,4,4,4,3,satisfied
75468,Male,67,business,Personal Travel,Individual/Couple,3,4,3,3,5,2,5,1,4,5,neutral or dissatisfied
663,Female,45,business,Group Travel,Group bookings,4,4,4,4,3,5,4,5,4,5,satisfied
74740,Female,56,tourism,Personal Travel,Individual/Couple,3,5,3,3,4,5,1,2,1,5,neutral or dissatisfied
117904,Female,62,tourism,Group Travel,Individual/Couple,3,3,2,2,2,2,2,1,3,2,neutral or dissatisfied
59599,Female,30,business,Group Travel,Group bookings,2,1,1,1,2,2,2,3,4,2,neutral or dissatisfied
29479,Male,48,business,Group Travel,Individual/Couple,4,5,5,5,4,4,4,1,2,4,satisfied
105096,Female,32,personal,Group Travel,Group bookings,2,2,2,2,4,4,4,3,4,4,satisfied
94421,Female,30,tourism,Group Travel,Group bookings,0,1,1,1,2,2,2,3,4,2,satisfied
49058,Female,40,personal,Group Travel,Group bookings,1,1,1,5,4,2,4,5,2,4,neutral or dissatisfied
47795,Male,42,academic,Group Travel,Group bookings,5,5,5,5,5,4,4,4,4,3,satisfied
125451,Female,52,business,Group Travel,Group bookings,5,5,5,5,5,5,3,5,3,5,satisfied
96114,Male,50,aviation,Group Travel,Group bookings,5,5,5,5,3,4,5,4,5,3,satisfied
23241,Female,18,aviation,Personal Travel,Not defined,2,5,2,3,2,2,2,5,4,2,neutral or dissatisfied
106258,Male,30,tourism,Group Travel,Group bookings,3,3,3,3,5,5,5,3,5,5,satisfied
64874,Female,26,business,Group Travel,Individual/Couple,3,2,3,3,1,1,1,3,3,1,neutral or dissatisfied
100136,Male,37,tourism,Group Travel,Group bookings,4,4,4,4,4,4,4,4,5,4,satisfied
51774,Male,64,academic,Personal Travel,Individual/Couple,1,4,0,3,1,1,1,3,4,1,neutral or dissatisfied
124301,Male,21,business,Group Travel,Group bookings,5,0,5,1,2,2,2,3,4,2,satisfied
36127,Female,52,business,Group Travel,Group bookings,3,2,4,4,3,4,3,1,3,3,neutral or dissatisfied
121855,Female,52,business,Group Travel,Group bookings,5,5,5,5,5,4,5,4,5,3,satisfied
52648,Female,29,academic,Personal Travel,Individual/Couple,2,2,2,2,5,2,5,2,3,5,neutral or dissatisfied
38803,Female,13,tourism,Personal Travel,Individual/Couple,2,1,2,3,1,1,1,1,4,1,neutral or dissatisfied
39916,Male,28,tourism,Group Travel,Group bookings,1,1,3,1,5,5,5,5,5,5,satisfied
95301,Male,13,aviation,Personal Travel,Individual/Couple,2,4,2,3,2,2,2,4,4,2,neutral or dissatisfied
16505,Male,16,business,Personal Travel,Individual/Couple,2,5,2,3,5,5,5,5,4,5,neutral or dissatisfied
63771,Male,58,personal,Group Travel,Group bookings,3,3,3,3,3,5,4,4,4,5,satisfied
51960,Male,24,tourism,Group Travel,Individual/Couple,3,0,3,1,5,5,5,5,3,5,neutral or dissatisfied
111305,Male,25,academic,Group Travel,Group bookings,2,4,4,4,2,2,2,4,3,2,neutral or dissatisfied
114340,Male,34,personal,Personal Travel,Individual/Couple,2,4,2,2,4,4,4,3,5,4,neutral or dissatisfied
17379,Female,44,tourism,Group Travel,Group bookings,5,5,5,5,5,3,5,2,5,3,satisfied
65992,Female,23,tourism,Personal Travel,Not defined,3,5,3,1,1,1,1,4,5,1,neutral or dissatisfied
104578,Male,20,business,Group Travel,Group bookings,5,3,5,4,1,1,1,4,4,1,satisfied
7443,Male,8,tourism,Personal Travel,Individual/Couple,4,3,4,1,3,3,3,3,5,3,neutral or dissatisfied
67768,Female,26,aviation,Group Travel,Individual/Couple,1,5,5,5,1,4,1,3,3,1,neutral or dissatisfied
89581,Male,43,academic,Group Travel,Individual/Couple,4,4,4,4,5,5,5,3,3,5,neutral or dissatisfied
47417,Female,72,academic,Group Travel,Group bookings,2,1,1,1,3,4,2,1,2,4,neutral or dissatisfied
30231,Female,48,business,Group Travel,Individual/Couple,2,4,4,4,4,4,2,5,2,1,satisfied
14343,Male,27,tourism,Personal Travel,Individual/Couple,4,5,4,3,3,1,3,4,4,3,neutral or dissatisfied
79924,Male,25,academic,Group Travel,Group bookings,4,2,2,2,4,4,1,4,2,4,neutral or dissatisfied
105654,Male,26,business,Group Travel,Individual/Couple,1,1,1,2,5,5,5,4,2,5,neutral or dissatisfied
29495,Male,16,aviation,Group Travel,Group bookings,3,4,3,3,1,3,1,2,4,1,neutral or dissatisfied
98183,Female,36,academic,Group Travel,Group bookings,2,2,2,3,5,5,5,3,4,5,neutral or dissatisfied
87554,Male,55,tourism,Personal Travel,Group bookings,4,4,2,1,5,4,3,4,3,5,neutral or dissatisfied
83683,Female,23,aviation,Group Travel,Individual/Couple,0,0,1,1,5,5,5,2,1,5,satisfied
74603,Male,50,tourism,Group Travel,Group bookings,2,4,4,4,5,4,2,1,2,4,neutral or dissatisfied
83191,Female,45,personal,Group Travel,Group bookings,5,5,5,5,2,4,5,5,5,3,satisfied
110103,Male,57,academic,Group Travel,Group bookings,1,1,1,1,4,5,5,4,5,4,satisfied
57026,Female,50,aviation,Group Travel,Group bookings,3,3,3,3,5,5,3,3,3,5,satisfied
91205,Female,42,tourism,Personal Travel,Individual/Couple,1,2,1,4,3,3,4,1,4,4,neutral or dissatisfied
55470,Female,34,business,Group Travel,Group bookings,2,2,2,2,3,5,5,3,5,3,satisfied
53922,Female,17,tourism,Group Travel,Not defined,1,1,1,4,4,2,4,2,3,4,neutral or dissatisfied
129138,Male,45,academic,Group Travel,Group bookings,4,4,4,4,4,4,5,3,5,4,satisfied
2034,Female,59,tourism,Group Travel,Group bookings,2,2,2,2,4,5,2,5,2,4,satisfied
37286,Male,39,academic,Group Travel,Individual/Couple,5,3,3,3,5,5,5,5,2,5,satisfied
32818,Male,28,aviation,Group Travel,Group bookings,2,1,1,1,2,2,2,2,4,2,neutral or dissatisfied
46695,Female,44,personal,Personal Travel,Individual/Couple,2,3,2,3,4,4,1,2,1,1,neutral or dissatisfied
121598,Male,9,tourism,Personal Travel,Individual/Couple,5,5,4,2,4,4,4,5,5,4,satisfied
44039,Female,24,aviation,Group Travel,Individual/Couple,1,1,0,3,5,5,5,2,2,5,neutral or dissatisfied
102733,Female,37,business,Personal Travel,Individual/Couple,3,1,3,4,3,3,3,1,3,3,neutral or dissatisfied
85600,Female,25,business,Group Travel,Individual/Couple,0,4,0,4,5,5,5,4,3,5,satisfied
10833,Male,22,aviation,Group Travel,Group bookings,2,2,2,2,4,4,4,4,4,4,satisfied
81553,Male,55,aviation,Group Travel,Group bookings,3,3,3,3,5,5,3,5,3,5,satisfied
24745,Male,53,academic,Group Travel,Individual/Couple,4,3,3,3,4,4,4,1,4,4,satisfied
58871,Female,46,aviation,Group Travel,Group bookings,3,3,3,3,5,4,4,3,4,4,satisfied
68900,Male,62,aviation,Personal Travel,Individual/Couple,0,5,0,3,5,5,5,5,5,5,satisfied
31952,Female,53,academic,Group Travel,Group bookings,5,5,4,5,5,4,5,5,5,4,satisfied
98758,Female,50,business,Group Travel,Group bookings,3,3,3,3,2,4,5,5,5,4,satisfied
59963,Male,57,tourism,Group Travel,Group bookings,5,5,5,5,2,2,4,4,4,3,satisfied
38236,Female,54,business,Group Travel,Group bookings,3,3,3,3,2,4,3,3,3,5,satisfied
43811,Female,42,tourism,Group Travel,Group bookings,1,1,1,1,5,5,5,5,5,5,satisfied
58215,Male,17,tourism,Personal Travel,Individual/Couple,2,5,2,2,4,4,4,1,4,4,neutral or dissatisfied
88293,Female,53,academic,Group Travel,Group bookings,1,1,1,1,3,4,4,3,4,3,satisfied
37225,Male,49,aviation,Group Travel,Group bookings,2,2,2,2,3,5,4,5,4,4,satisfied
43935,Female,37,academic,Group Travel,Not defined,5,3,5,3,5,5,5,3,5,5,satisfied
48899,Male,35,academic,Group Travel,Individual/Couple,4,2,2,2,4,4,4,5,3,4,satisfied
99082,Male,30,academic,Group Travel,Group bookings,1,1,1,1,2,1,2,4,2,2,neutral or dissatisfied
75859,Female,16,business,Personal Travel,Individual/Couple,1,5,0,4,5,5,5,4,4,5,neutral or dissatisfied
85109,Male,46,academic,Group Travel,Group bookings,4,4,4,4,3,4,5,5,5,4,satisfied
118135,Female,51,academic,Group Travel,Group bookings,2,3,3,3,4,4,2,4,2,2,neutral or dissatisfied
89169,Male,70,business,Personal Travel,Individual/Couple,1,4,1,3,1,1,1,4,3,1,neutral or dissatisfied
4988,Male,26,academic,Group Travel,Group bookings,2,2,2,5,5,2,5,4,4,5,neutral or dissatisfied
81441,Male,46,business,Group Travel,Group bookings,3,3,3,3,4,5,4,5,4,3,satisfied
37707,Female,12,tourism,Personal Travel,Individual/Couple,2,2,2,4,1,1,1,1,4,1,neutral or dissatisfied
94317,Male,25,tourism,Group Travel,Group bookings,4,4,4,4,4,4,4,4,5,4,satisfied
42242,Female,63,aviation,Group Travel,Group bookings,2,2,2,2,5,5,4,4,4,3,satisfied
8085,Female,48,academic,Group Travel,Group bookings,1,1,1,1,4,5,4,5,4,3,satisfied
42926,Female,43,business,Group Travel,Group bookings,3,3,3,3,3,5,4,5,4,4,satisfied
114663,Female,35,business,Group Travel,Group bookings,5,5,5,5,2,5,4,3,4,5,satisfied
63597,Female,32,tourism,Group Travel,Group bookings,4,4,4,4,4,4,4,3,4,4,satisfied
78220,Male,44,tourism,Personal Travel,Individual/Couple,2,4,2,5,4,4,4,1,2,4,neutral or dissatisfied
2902,Male,60,academic,Personal Travel,Individual/Couple,1,3,1,3,5,5,5,5,1,5,neutral or dissatisfied
71673,Female,20,business,Personal Travel,Individual/Couple,2,1,2,4,2,2,2,3,3,2,neutral or dissatisfied
128042,Female,10,business,Personal Travel,Individual/Couple,1,4,1,4,4,4,4,5,5,4,neutral or dissatisfied
53847,Female,51,personal,Group Travel,Group bookings,2,1,3,1,1,3,3,2,3,2,neutral or dissatisfied
42369,Female,22,aviation,Personal Travel,Individual/Couple,2,4,2,3,2,2,2,4,5,2,neutral or dissatisfied
110474,Female,42,aviation,Personal Travel,Individual/Couple,1,1,1,3,5,2,3,3,3,3,neutral or dissatisfied
17284,Male,32,tourism,Group Travel,Group bookings,1,1,1,1,5,5,5,1,5,5,satisfied
69457,Male,24,aviation,Personal Travel,Individual/Couple,2,5,2,3,1,1,1,3,1,1,neutral or dissatisfied
83974,Female,43,tourism,Group Travel,Group bookings,2,5,2,2,2,4,5,5,5,3,satisfied
107761,Male,7,personal,Personal Travel,Individual/Couple,3,5,3,2,4,4,4,3,5,4,neutral or dissatisfied
37834,Male,29,business,Group Travel,Group bookings,5,5,4,5,5,5,5,3,2,5,satisfied
25904,Female,48,business,Group Travel,Not defined,4,2,2,2,5,3,4,2,4,5,satisfied
73190,Male,25,academic,Group Travel,Individual/Couple,3,3,3,3,3,2,1,2,1,2,neutral or dissatisfied
70160,Male,25,tourism,Personal Travel,Individual/Couple,2,2,2,3,1,1,1,4,5,1,neutral or dissatisfied
126642,Female,35,academic,Group Travel,Group bookings,4,4,4,4,3,5,2,5,2,4,satisfied
76228,Female,57,academic,Group Travel,Individual/Couple,2,2,2,2,4,3,2,1,2,4,neutral or dissatisfied
18983,Male,52,personal,Group Travel,Group bookings,4,4,4,4,2,3,5,4,5,3,satisfied
42803,Female,17,aviation,Group Travel,Individual/Couple,0,3,0,3,4,4,4,5,5,4,satisfied
65527,Female,30,tourism,Personal Travel,Individual/Couple,2,4,3,1,1,1,1,4,5,1,neutral or dissatisfied
5441,Male,38,tourism,Group Travel,Group bookings,3,5,3,3,2,4,5,5,5,5,satisfied
18473,Female,38,personal,Group Travel,Group bookings,5,5,5,5,1,3,4,5,4,5,satisfied
98337,Female,38,personal,Group Travel,Group bookings,1,1,1,3,3,3,3,3,5,3,neutral or dissatisfied
68782,Male,23,academic,Group Travel,Individual/Couple,2,2,2,3,3,3,3,5,4,3,satisfied
98247,Female,39,business,Group Travel,Group bookings,5,4,5,5,2,4,4,4,4,4,satisfied
67119,Female,55,tourism,Group Travel,Group bookings,1,2,2,2,5,2,1,1,1,4,neutral or dissatisfied
91319,Female,25,tourism,Group Travel,Group bookings,3,5,3,1,5,5,5,3,5,5,neutral or dissatisfied
111275,Male,59,academic,Group Travel,Group bookings,4,2,2,2,4,4,4,1,4,3,neutral or dissatisfied
60787,Female,9,academic,Personal Travel,Not defined,1,5,1,3,1,1,1,3,5,1,neutral or dissatisfied
65894,Female,26,tourism,Group Travel,Group bookings,0,0,0,3,3,1,3,5,4,3,satisfied
67702,Male,51,business,Group Travel,Group bookings,5,5,5,5,3,5,4,5,4,3,satisfied
55982,Male,40,business,Group Travel,Group bookings,2,2,2,2,4,4,5,4,5,5,satisfied
38230,Male,56,tourism,Group Travel,Group bookings,3,3,5,3,4,4,3,3,3,1,neutral or dissatisfied
48253,Female,56,personal,Personal Travel,Individual/Couple,3,3,3,3,5,5,4,1,4,5,neutral or dissatisfied
89431,Female,18,personal,Personal Travel,Individual/Couple,2,2,2,3,3,4,3,4,3,3,neutral or dissatisfied
117314,Female,8,personal,Personal Travel,Not defined,3,2,3,3,2,5,2,3,2,2,neutral or dissatisfied
14155,Male,33,personal,Group Travel,Not defined,4,3,3,3,4,4,4,1,3,4,satisfied
123078,Male,46,personal,Group Travel,Group bookings,3,3,3,3,3,4,5,3,5,5,satisfied
50137,Female,41,personal,Group Travel,Group bookings,4,4,4,4,1,3,2,1,2,2,neutral or dissatisfied
41799,Female,36,academic,Group Travel,Group bookings,3,3,3,3,4,3,4,1,4,1,satisfied
47037,Male,26,aviation,Group Travel,Group bookings,1,1,1,1,5,5,5,3,3,5,satisfied
115397,Female,36,business,Group Travel,Individual/Couple,3,2,3,3,5,5,5,4,3,5,neutral or dissatisfied
35221,Male,31,business,Group Travel,Group bookings,5,5,5,5,2,2,2,3,1,2,satisfied
52892,Male,24,academic,Personal Travel,Individual/Couple,2,4,2,1,1,1,1,1,2,1,neutral or dissatisfied
90041,Female,39,tourism,Group Travel,Group bookings,5,5,5,5,2,4,2,3,2,4,satisfied
26751,Female,20,tourism,Group Travel,Individual/Couple,3,4,4,3,4,4,4,2,3,4,neutral or dissatisfied
66071,Female,69,tourism,Personal Travel,Individual/Couple,2,5,2,1,3,5,2,5,2,3,neutral or dissatisfied
33552,Female,27,academic,Group Travel,Individual/Couple,1,0,1,4,5,5,5,2,1,5,neutral or dissatisfied
107354,Female,10,tourism,Group Travel,Individual/Couple,3,4,4,4,3,2,3,4,4,3,neutral or dissatisfied
83598,Male,60,personal,Group Travel,Group bookings,2,2,2,2,4,4,5,3,5,5,satisfied
117725,Male,44,business,Group Travel,Group bookings,2,2,2,2,3,4,4,3,4,4,satisfied
34210,Female,68,tourism,Personal Travel,Individual/Couple,2,5,2,3,4,5,4,4,4,5,neutral or dissatisfied
129245,Male,41,tourism,Group Travel,Group bookings,3,3,3,3,5,4,3,3,3,4,neutral or dissatisfied
16810,Female,46,tourism,Group Travel,Individual/Couple,3,2,2,2,3,3,2,3,3,3,neutral or dissatisfied
88356,Male,54,tourism,Group Travel,Individual/Couple,3,2,2,2,3,3,3,2,3,3,neutral or dissatisfied
3875,Female,44,personal,Group Travel,Group bookings,1,1,1,1,5,2,2,4,2,2,neutral or dissatisfied
4749,Male,43,tourism,Personal Travel,Individual/Couple,5,1,5,3,4,4,4,2,4,4,satisfied
9559,Female,44,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,4,4,4,satisfied
112110,Female,26,academic,Group Travel,Group bookings,4,4,4,1,5,5,5,4,5,5,neutral or dissatisfied
114915,Male,48,tourism,Group Travel,Group bookings,2,2,2,2,5,4,5,5,5,5,satisfied
66011,Male,30,tourism,Group Travel,Group bookings,4,4,4,4,4,4,4,3,5,4,satisfied
60450,Female,46,business,Group Travel,Group bookings,1,1,1,1,2,4,5,3,5,3,satisfied
129469,Male,23,academic,Group Travel,Individual/Couple,2,2,2,2,2,2,2,3,4,2,neutral or dissatisfied
62153,Male,39,academic,Group Travel,Group bookings,5,5,5,5,5,4,5,5,5,3,satisfied
39499,Male,24,aviation,Group Travel,Group bookings,5,5,5,5,4,4,4,4,4,4,satisfied
19091,Female,48,academic,Personal Travel,Individual/Couple,2,5,4,3,4,4,2,3,2,3,neutral or dissatisfied
48260,Male,63,aviation,Personal Travel,Individual/Couple,3,4,3,5,5,4,5,3,5,5,neutral or dissatisfied
96830,Male,37,business,Group Travel,Group bookings,5,5,5,5,5,5,5,5,4,5,satisfied
126561,Male,37,tourism,Group Travel,Group bookings,4,1,1,1,1,4,4,1,4,3,neutral or dissatisfied
69098,Male,57,academic,Group Travel,Group bookings,1,1,3,1,5,4,5,4,5,5,satisfied
89178,Male,21,aviation,Personal Travel,Individual/Couple,2,4,2,3,1,1,1,5,4,1,neutral or dissatisfied
48501,Male,9,tourism,Group Travel,Individual/Couple,2,2,2,2,2,4,2,1,3,2,neutral or dissatisfied
109465,Female,24,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,3,5,4,satisfied
62274,Male,36,tourism,Group Travel,Group bookings,3,3,3,5,3,3,3,4,5,3,neutral or dissatisfied
98908,Male,44,business,Group Travel,Group bookings,2,2,2,2,4,5,4,5,4,3,satisfied
17357,Female,49,aviation,Group Travel,Group bookings,2,5,5,5,4,4,0,2,0,3,neutral or dissatisfied
115331,Male,42,tourism,Group Travel,Group bookings,4,4,4,4,3,4,4,4,4,3,satisfied
65150,Female,52,aviation,Personal Travel,Individual/Couple,4,4,0,2,5,4,5,3,5,3,satisfied
42257,Male,52,academic,Group Travel,Individual/Couple,2,4,4,4,2,2,2,4,3,2,neutral or dissatisfied
116136,Male,20,tourism,Personal Travel,Individual/Couple,4,3,4,3,1,1,1,2,4,1,neutral or dissatisfied
36244,Male,47,academic,Group Travel,Group bookings,1,1,1,1,1,2,5,1,5,3,satisfied
109049,Male,45,academic,Group Travel,Group bookings,2,2,2,2,1,2,2,3,2,4,neutral or dissatisfied
111496,Female,44,tourism,Group Travel,Group bookings,4,4,4,4,3,5,4,3,4,3,satisfied
8105,Female,47,business,Group Travel,Group bookings,2,2,2,2,4,2,2,2,2,2,neutral or dissatisfied
19478,Female,57,personal,Group Travel,Group bookings,5,5,5,5,1,1,5,4,5,5,satisfied
79579,Female,34,tourism,Group Travel,Group bookings,4,4,4,4,4,4,3,3,3,3,satisfied
26935,Female,26,academic,Group Travel,Individual/Couple,4,5,5,5,4,5,4,4,5,4,satisfied
81010,Female,45,tourism,Group Travel,Group bookings,0,0,0,3,3,5,3,4,3,5,satisfied
32348,Female,33,aviation,Group Travel,Group bookings,3,3,4,3,2,5,4,4,4,3,satisfied
122747,Male,22,business,Group Travel,Individual/Couple,1,0,1,3,2,3,2,4,3,2,neutral or dissatisfied
88118,Male,51,academic,Group Travel,Group bookings,5,5,5,5,5,5,4,4,4,4,satisfied
5622,Male,60,tourism,Personal Travel,Individual/Couple,4,3,4,1,4,4,1,4,5,4,satisfied
97335,Male,40,personal,Group Travel,Group bookings,1,1,1,1,4,4,4,4,4,3,satisfied
